prov_ubie;cant_ubie;parr_ubie;clase;tipo;entidad;sector;dotmedic;dotcirug;dotginob;dotpedia;dotcardi;dotneumo;dotpsiqu;dottraum;dotinfec;dotoftal;doturolo;dotgast;dototrse;dotserin;dotemerg;dotcinte;dismedic;discirug;disginob;dispedia;discardi;disneumo;dispsiqu;distraum;disinfec;disoftal;disurolo;disgast;disotrse;disserin;disemerg;discinte;camas_dnor;camas_disp;falmen48;falmas48;dia_estad;dias_cdis;totegres
09;0910;091050;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;0;0;234;3660;109
09;0911;091150;12;3;18;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0; ; ;4;4;0;0;166;1464;154
12;1205;120550;12;3;18;2;0;0;10;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;10;4;0;0;0;0;0;0;0;0;0;4; ; ;18;18;0;0;510;6588;498
12;1205;120550;12;3;18;2;0;0;0;8;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;8; ; ;16;16;0;0;363;5856;347
12;1210;121050;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14; ; ;15;15;7;4;654;5490;264
13;1301;130150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;0;1;302;785;100
13;1309;130950;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;0;0;412;3660;405
17;1701;170150;12;3;18;2;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0; ; ;11;11;0;2;998;4026;516
01;0101;010150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2; ; ;2;2;0;0;26;732;12
09;0901;090150;12;3;18;2;2;3;2;2;0;0;0;0;0;0;0;0;0;5;1;0;2;3;2;2;0;0;0;0;0;0;0;0;0;5; ; ;14;14;0;1;248;5124;121
09;0901;090150;12;3;18;2;3;5;9;0;0;0;0;0;0;0;2;0;0;0;0;0;3;5;9;0;0;0;0;0;0;0;2;0;0;0; ; ;19;19;0;0;1336;6954;795
09;0907;090750;12;3;18;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0; ; ;5;5;0;0;41;1830;24
09;0921;092150;12;3;18;2;4;3;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;0;0;0;0;0;0;0;0;0;0; ; ;15;10;0;0;90;5490;63
12;1205;120550;12;3;18;2;10;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;10;0;0;5;0;0;0;0;0;0;0;0;0;0; ; ;15;15;0;0;427;5490;426
12;1210;121050;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13; ; ;14;14;0;0;55;5124;54
09;0910;091050;12;3;18;2;8;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;8;2;2;1;0;0;0;0;0;0;0;0;0;0; ; ;13;13;0;0;320;5068;196
09;0901;090150;12;3;17;3;0;0;0;0;0;0;0;0;0;0;0;0;0;20;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20; ; ;20;20;2;3;1392;7320;515
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;1;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;8; ; ;9;9;1;2;534;3294;241
11;1101;110150;12;3;18;2;0;0;5;2;0;0;0;0;0;0;0;0;0;11;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;11; ; ;18;18;0;0;560;6588;303
11;1103;110350;13;1;17;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3; ;3
14;1401;140150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;1;324;2928;183
11;1101;110150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9; ; ;9;9;1;0;687;3285;410
01;0101;010150;15;1;18;2;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0; ; ;11;11;0;0;199;4026;68
05;0502;050250;1;5;18;2;8;4;2;3;1;0;0;0;0;0;0;0;0;0;0;0;8;4;2;3;1;0;0;0;0;0;0;0;0;0; ; ;18;18;1;0;739;6570;397
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16; ; ;16;16;0;0;1786;5856;1784
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; ; ;5;5;0;1;48;3230;21
09;0901;090150;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14; ; ;16;16;0;0;1111;5856;1014
09;0907;090750;12;3;18;2;8;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;5;0;0;0;0;0;0;0;0;0;0;0; ; ;13;13;1;2;243;4758;135
09;0918;091850;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;0;0;863;3660;861
09;0920;092050;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15; ; ;15;15;0;0;144;5490;102
12;1210;121050;12;3;18;2;0;0;1;1;0;0;0;0;0;0;0;0;0;12;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;12; ; ;14;14;0;0;311;5124;310
12;1210;121050;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16; ; ;16;16;0;0;499;5856;374
13;1302;130250;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6; ; ;6;6;0;0;20;186;20
13;1303;130350;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12; ; ;12;12;0;0;109;1836;75
13;1308;130850;12;3;18;2;0;1;2;1;0;0;0;0;0;0;0;0;0;8;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;8; ; ;12;12;0;0;138;4392;116
12;1205;120550;12;3;18;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0; ; ;10;10;0;0;57;3660;56
23;2301;230150;12;3;18;2;0;0;0;3;0;0;0;0;0;0;0;0;0;19;8;2;0;0;0;3;0;0;0;0;0;0;0;0;0;19; ; ;22;22;9;9;2657;8052;1145
14;1406;140650;12;3;18;2;11;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;11;0;3;5;0;0;0;0;0;0;0;0;0;0; ; ;19;19;0;1;561;6954;317
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;0;68;2928;66
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11; ; ;11;11;1;3;1772;4026;1476
09;0916;091650;12;3;18;2;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0; ; ;8;8;1;0;473;2928;264
12;1205;120550;12;3;18;2;6;1;1;4;0;0;0;0;0;0;0;0;0;0;1;0;6;1;1;4;0;0;0;0;0;0;0;0;0;0; ; ;12;12;0;0;23;4392;19
13;1301;130150;12;3;18;2;0;0;9;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9;2;0;0;0;0;0;0;0;0;0;0; ; ;11;11;1;1;281;4026;254
11;1101;110150;12;3;18;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0; ; ;4;5;0;0;57;1464;45
09;0901;090150;12;3;18;2;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0; ; ;6;6;2;3;508;2196;188
09;0910;091050;12;3;18;2;0;0;0;5;0;0;0;0;0;0;0;0;0;21;3;2;0;0;0;5;0;0;0;0;0;0;0;0;0;21; ; ;26;26;0;1;626;9516;257
09;0910;091050;12;3;18;2;4;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;2;0;0;0; ; ;8;8;0;0;193;2458;168
09;0910;091050;12;3;18;2;0;0;0;3;0;0;0;0;0;0;0;0;0;13;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;13; ; ;16;16;0;0;731;6205;536
09;0910;091050;12;3;18;2;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0; ; ;9;9;0;0;479;2829;468
09;0920;092056;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14; ; ;16;16;0;0;1329;5856;1073
13;1307;130750;12;3;18;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;25; ;14
13;1304;130450;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; ; ;5;5;0;0;18;1830;18
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; ; ;5;5;0;0;150;1825;94
23;2301;230150;12;3;18;2;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0; ; ;10;10;0;0;119;3660;116
23;2301;230150;12;3;18;2;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0; ; ;7;7;0;0;172;2562;172
17;1701;170150;12;3;18;2;2;4;1;1;0;0;0;5;0;0;0;0;0;2;2;0;2;4;1;1;0;0;0;5;0;0;0;0;0;2; ; ;15;15;0;1;995;5490;438
03;0301;030150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11; ; ;11;11;0;1;1302;4026;710
11;1102;110250;12;3;18;2;3;1;2;3;0;2;0;1;0;0;0;0;0;0;1;0;3;1;2;3;0;2;0;1;0;0;0;0;0;0; ; ;12;12;1;0;400;4392;235
18;1801;180150;1;5;18;2;14;0;0;3;0;0;0;0;0;0;0;0;0;0;2;2;14;0;0;3;0;0;0;0;0;0;0;0;0;0; ; ;17;17;1;0;873;6205;424
07;0706;070650;12;3;18;2;1;0;7;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;9;0;0;0;0;0;0;0;0;0;0; ; ;17;17;4;4;1681;4236;401
07;0709;070950;12;3;18;2;0;2;3;3;0;0;0;7;0;1;0;0;0;2;3;0;0;2;3;3;0;0;0;7;0;1;0;0;0;2; ; ;18;18;2;2;1036;6588;610
07;0710;071050;12;3;18;2;0;0;0;5;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;10; ; ;15;15;3;5;2899;5490;1496
07;0701;070150;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;10; ; ;12;12;1;0;132;4392;112
12;1210;121050;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;16;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;16; ; ;17;17;0;0;646;6222;556
23;2301;230150;12;3;18;2;2;4;4;4;0;0;0;0;0;0;0;0;0;0;2;0;2;4;4;4;0;0;0;0;0;0;0;0;0;0; ; ;14;14;0;0;88;5124;76
15;1501;150150;12;3;18;2;0;1;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;2; ; ;5;5;0;0;28;1825;19
23;2301;230150;17;2;18;2;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0; ; ;6;6;0;0;57;2010;56
17;1702;170250;12;3;18;2;0;1;0;4;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;6; ; ;11;11;0;0;264;4026;202
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25; ; ;25;25;23;74;2337;9150;181
17;1705;170550;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4; ; ;4;4;3;0;427;1460;383
17;1701;170150;15;1;18;2;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0; ; ;6;6;0;0;965;2196;930
22;2201;220150;12;3;18;2;5;3;5;1;0;0;1;3;0;2;0;2;0;0;0;0;5;3;5;1;0;0;1;3;0;2;0;2;0;0; ; ;22;22;0;0;274;8030;156
17;1701;170150;6;2;18;2;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0; ; ;37;36;0;0;9967;13325;220
22;2201;220150;12;3;18;2;26;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;26;2;6;0;0;0;0;0;0;0;0;0;0;0; ; ;34;34;0;1;678;12410;401
01;0113;011350;12;3;18;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0; ; ;6;6;0;0;91;2196;45
18;1808;180850;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; ; ;5;5;0;0;94;1825;56
07;0701;070150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4; ; ;4;4;0;0;111;1363;89
07;0707;070750;12;3;18;2;0;1;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0; ; ;6;6;0;0;242;1832;129
07;0707;070750;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; ; ;5;5;0;0;229;1583;137
07;0710;071050;12;3;18;2;0;0;0;3;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;8; ; ;11;11;1;1;618;4026;476
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;1;0;21;3660;13
09;0901;090150;12;3;18;2;2;2;1;1;0;0;0;0;0;0;0;0;0;4;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;3; ; ;10;9;0;0;185;3660;46
09;0901;090150;12;3;18;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0; ; ;5;5;0;0;252;1630;251
09;0901;090150;12;3;18;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0; ; ;4;3;0;0;8;1100;8
09;0906;090650;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15; ; ;15;15;0;0;287;5490;269
09;0920;092056;12;3;18;2;8;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;8;1;1;1;0;0;0;0;0;0;0;0;0;0; ; ;11;11;0;0;276;4026;259
09;0921;092150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21; ; ;21;21;0;0;327;7686;165
13;1308;130850;12;3;18;2;0;0;0;3;0;0;0;0;0;0;0;0;0;15;2;3;0;0;0;3;0;0;0;0;0;0;0;0;0;15; ; ;18;18;0;0;1142;4932;250
13;1308;130850;12;3;18;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0; ; ;4;4;0;0;77;364;47
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6; ; ;6;6;0;0;8;912;8
01;0101;010150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9; ; ;9;9;1;0;410;3294;219
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18; ; ;18;18;50;0;1477;6436;1318
23;2301;230150;12;3;18;2;0;0;0;3;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;5; ; ;8;8;0;0;347;2928;288
23;2301;230150;12;3;18;2;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0; ; ;6;6;0;0;126;418;62
23;2301;230150;12;3;18;2;4;2;2;7;0;0;0;0;2;0;0;0;0;0;3;0;4;2;2;7;0;0;0;0;2;0;0;0;0;0; ; ;17;17;2;0;818;6222;551
09;0901;090103;12;3;18;2;3;3;2;1;0;0;0;1;0;0;0;0;0;0;1;1;3;3;2;1;0;0;0;1;0;0;0;0;0;0; ; ;10;10;0;2;132;910;82
13;1322;132250;12;3;18;2;5;6;3;4;0;0;0;0;0;0;0;0;0;0;0;0;5;6;3;4;0;0;0;0;0;0;0;0;0;0; ; ;18;18;0;0;269;6588;119
13;1303;130350;12;3;18;2;0;0;2;6;0;0;0;0;0;0;0;0;0;12;3;0;0;0;2;6;0;0;0;0;0;0;0;0;0;12; ; ;20;20;1;0;728;7320;518
09;0906;090650;12;3;18;2;6;3;1;0;0;0;0;0;0;0;0;0;0;0;6;0;6;3;1;0;0;0;0;0;0;0;0;0;0;0; ; ;10;10;0;0;352;3660;332
09;0916;091650;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7; ; ;8;7;0;0;202;2714;128
09;0910;091050;12;3;18;2;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0; ; ;12;12;0;0;3;4392;2
13;1315;131550;12;3;18;2;0;2;1;0;0;0;0;0;0;0;0;0;0;7;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;7; ; ;10;10;1;0;615;3660;532
07;0701;070150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;0;0;69;3531;69
07;0707;070750;12;3;18;2;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3; ; ;4;4;0;0;129;1337;93
